ID,RCTRCK,RACE_DE,RACE_NO,PARTCPT_NO,RANK,RCHOSE_NM,HRSMN,RCORD,ARVL_DFFRNC,EACH_SCTN_PASAGE_RANK,A_WIN_SYTM_EXPECT_ALOT,WIN_STA_EXPECT_ALOT
10622,서울,2005-07-03,7,9,5,여왕독수리,고성이,01:17.2,1¾,5 -  -  - 5 - 5 - 4,2.2,1.2
10623,서울,2005-07-03,3,2,3,미보,고성이,01:03.1,3,7 -  -  - 7 - 6 - 6,18,2.3
10624,서울,2005-07-03,4,1,1,우리낭자,김동철,01:14.5,,2 -  -  - 1 - 1 - 1,5.7,1.5
10625,서울,2005-07-03,4,7,3,여풍시대,함완식,01:15.0,¾,6 -  -  - 6 - 6 - 3,10.3,2.1
10626,서울,2005-07-03,7,2,9,위너스바운티,유재필,01:17.7,코,6 -  -  - 6 - 7 - 7,89.1,15.3
10627,서울,2005-07-03,3,5,6,퍼펙트걸,박태종,01:03.5,½,1 -  -  - 1 - 1 - 3,9,2.2
10628,서울,2005-07-03,5,6,7,금빛폭풍,이동국,01:17.0,½,2 -  -  - 2 - 2 - 3,6.2,1.8
10629,서울,2005-07-03,6,5,2,소리새,임대규,01:28.2,3,5 -  -  - 3 - 2 - 2,7.7,2.3
10630,서울,2005-07-03,3,7,4,신라원,문정균,01:03.2,½,6 -  -  - 6 - 7 - 7,25.6,2.8
10631,서울,2005-07-03,4,3,4,정도정공,이성환,01:15.1,1,3 -  -  - 4 - 5 - 4,10,2.2
10632,서울,2005-07-03,8,5,6,윈버드,신형철,01:28.7,1½,3 -  -  - 4 - 4 - 4,4,1.9
10633,서울,2005-07-03,8,7,9,모코모조,심승태,01:29.4,목,10 -  -  - 11 - 11 - 12,82.6,14.9
10634,서울,2005-07-03,5,4,9,시미미스,황순도,01:17.6,1¾,8 -  -  - 9 - 9 - 9,51.6,9.8
10635,서울,2005-07-03,6,2,5,이노베이션,강지웅,01:30.5,9,8 -  -  - 9 - 9 - 7,69.4,8.5
10636,서울,2005-07-03,7,4,4,청암정,정호익,01:16.9,1¾,2 -  -  - 3 - 4 - 5,7,1.9
10637,서울,2005-07-03,1,1,5,휴먼드림,김효섭,01:03.1,2½,1 -  -  - 1 - 1 - 1,10.2,3.2
10638,서울,2005-07-03,3,3,8,붉은전사,송석헌,01:05.4,10,8 -  -  - 8 - 8 - 8,73.1,6
10639,서울,2005-07-03,3,8,5,스피드업,황순도,01:03.4,1¼,2 -  -  - 2 - 4 - 4,56.8,5.4
10640,서울,2005-07-03,7,5,2,새벗,신형철,01:16.4,5,4 -  -  - 4 - 3 - 3,3.4,1.5
10641,서울,2005-07-03,6,3,8,웅지명예,이신영,01:31.8,6,4 -  -  - 6 - 6 - 8,18.5,3.5
10642,서울,2005-07-03,11,1,6,대양주,최봉주,01:51.2,2½,7 - 7 - 5 - 7 - 7 - 6,15.2,3.6
10643,서울,2005-07-03,8,8,2,뜻모아,이정선,01:27.9,9,8 -  -  - 9 - 9 - 3,2.8,1.2
10644,서울,2005-07-03,4,4,7,탑피크,유재필,01:16.5,¾,1 -  -  - 2 - 2 - 5,5.6,2.4
10645,서울,2005-07-03,7,3,3,새로운도약,정기용,01:16.6,1,1 -  -  - 1 - 2 - 2,19.1,3.3
10646,서울,2005-07-03,1,7,9,크라운앙코르,황순도,01:04.2,2,4 -  -  - 4 - 5 - 8,41.2,6.2
10647,서울,2005-07-03,2,6,,줄기차,김석봉,,출전제외, -  -  -  -  - ,0,0
10648,서울,2005-07-03,2,3,10,청옥,강지웅,01:18.8,코,7 -  -  - 7 - 6 - 6,21.1,5.8
10649,서울,2005-07-03,2,4,9,와이즈앤서,유재필,01:18.8,1,9 -  -  - 11 - 11 - 9,32.1,6.1
10650,서울,2005-07-03,6,6,4,벧엘,고성이,01:29.0,¾,7 -  -  - 5 - 5 - 5,5.1,1.6
10651,서울,2005-07-03,8,9,11,유어프라이즈에니,이기회,01:29.5,¾,7 -  -  - 7 - 6 - 10,106,15
10652,서울,2005-07-03,1,4,4,벨레로폰,최봉주,01:02.7,목,7 -  -  - 7 - 6 - 3,1.7,1
10653,서울,2005-07-03,6,4,9,섬처녀,이정선,01:32.2,2½,9 -  -  - 8 - 8 - 9,29.4,3.7
10654,서울,2005-07-03,7,1,8,아람이,최정섭,01:17.7,½,8 -  -  - 9 - 8 - 9,8.6,2
10655,서울,2005-07-03,11,9,12,선데이러브,박태종,01:53.0,3,6 - 6 - 7 - 4 - 5 - 8,7.2,2.7
10656,서울,2005-07-03,5,2,5,싹스홈,박수홍,01:16.9,목,3 -  -  - 7 - 7 - 5,11.3,2.7
10657,서울,2005-07-03,11,6,11,아돈,우창구,01:52.4,1,10 - 10 - 10 - 10 - 10 - 10,93.5,13.5
10658,서울,2005-07-03,12,2,9,헤르메스,이기회,02:17.3,21,3 - 2 - 2 - 3 - 6 - 9,3.1,1.5
10659,서울,2005-07-03,12,6,6,애머랜스,김동철,02:12.6,목,4 - 4 - 5 - 4 - 2 - 5,20.6,3.4
10660,서울,2005-07-03,5,1,4,포세이돈,서도수,01:16.8,목,7 -  -  - 8 - 8 - 7,81.9,17
10661,서울,2005-07-03,1,5,2,좋은결실,심승태,01:02.6,머리,3 -  -  - 3 - 4 - 4,7.2,2.2
10662,서울,2005-07-03,1,10,8,풀스피드,유재필,01:03.8,1½,5 -  -  - 5 - 8 - 9,13.7,3
10663,서울,2005-07-03,7,7,1,대양,김석봉,01:15.5,,3 -  -  - 2 - 1 - 1,11.6,2.4
10664,서울,2005-07-03,1,2,7,챔프루키,임대규,01:03.6,1¾,6 -  -  - 6 - 3 - 7,41.2,9.4
10665,서울,2005-07-03,2,10,1,살림밑천,이성환,01:17.7,,8 -  -  - 5 - 5 - 3,3,1.3
10666,서울,2005-07-03,10,3,3,빅스콜,임대규,01:58.9,2,1 - 1 - 1 - 1 - 1 - 1,4.5,1.5
10667,서울,2005-07-03,3,4,2,호크아이,김혜성,01:02.6,4,4 -  -  - 4 - 2 - 2,3.9,1.1
10668,서울,2005-07-03,12,4,4,신수대길,이성환,02:12.4,6,2 - 3 - 3 - 5 - 4 - 4,12.2,2.5
10669,서울,2005-07-03,8,1,8,유니랜드,지하주,01:29.3,3,5 -  -  - 6 - 7 - 8,5.7,1.9
10670,서울,2005-07-03,1,3,3,절대선녀,김혜성,01:02.6,목,2 -  -  - 2 - 2 - 2,25.3,3.6
10671,서울,2005-07-03,11,5,6,희경축제,지하주,01:51.2,동착,9 - 9 - 9 - 9 - 8 - 7,40.3,7
10672,서울,2005-07-03,9,8,2,카일라스,서도수,01:15.2,1½,6 -  -  - 5 - 5 - 4,15.2,2.3
10673,서울,2005-07-03,1,9,6,완더링프로,우창구,01:03.3,1,8 -  -  - 8 - 7 - 5,22,3
10674,서울,2005-07-03,1,6,10,왕관,서도수,01:04.4,1,10 -  -  - 10 - 10 - 10,81,16.5
10675,서울,2005-07-03,6,1,3,팝콘,정기용,01:28.8,3,3 -  -  - 4 - 4 - 4,4.1,1.3
10676,서울,2005-07-03,8,10,1,가문영광,임대규,01:26.2,,2 -  -  - 1 - 1 - 1,8,2.7
10677,서울,2005-07-03,8,2,5,블랙호스레이디,김효섭,01:28.4,½,6 -  -  - 8 - 10 - 6,6.4,2.3
10678,서울,2005-07-03,5,8,1,고증,우창구,01:15.5,,5 -  -  - 3 - 3 - 1,3.9,1.6
10679,서울,2005-07-03,9,6,1,수성제일,송석헌,01:14.9,,1 -  -  - 1 - 1 - 1,6.6,1.8
10680,서울,2005-07-03,10,4,6,신대양,심승태,01:59.9,5,4 - 5 - 6 - 7 - 7 - 7,43.4,6.3
10681,서울,2005-07-03,11,7,4,레이디파워,천창기,01:50.3,2½,8 - 8 - 8 - 5 - 4 - 4,4,1.6
10682,서울,2005-07-03,9,4,8,매혹,심승태,01:16.7,½,5 -  -  - 6 - 7 - 7,28.6,4.6
10683,서울,2005-07-03,2,2,11,꼬마요정,최정섭,01:21.0,12,3 -  -  - 6 - 9 - 11,90.9,21.7
10684,서울,2005-07-03,3,6,1,엔터테이너,최봉주,01:01.9,,5 -  -  - 5 - 3 - 1,1.5,1.1
10685,서울,2005-07-03,10,5,1,선주장수,송석헌,01:58.5,,2 - 3 - 3 - 6 - 6 - 3,16.7,3.5
10686,서울,2005-07-03,2,9,5,올라윈,박수홍,01:18.5,2½,11 -  -  - 9 - 7 - 7,42.3,6.7
10687,서울,2005-07-03,2,1,7,허니허니,이기회,01:18.6,½,5 -  -  - 8 - 8 - 8,6.7,1.9
10688,서울,2005-07-03,3,1,7,과천댁,이성환,01:03.7,1,3 -  -  - 3 - 5 - 5,12.7,2.6
10689,서울,2005-07-09,11,3,5,빛나라,김동균,02:00.0,목,2 - 2 - 3 - 4 - 4 - 5,4.6,1.4
10690,서울,2005-07-09,3,8,1,셀프거버닝,김효섭,01:14.4,,1 -  -  - 1 - 1 - 1,1.3,1.1
10691,서울,2005-07-09,8,6,6,리자라이언하트,이기회,01:30.0,1¼,4 -  -  - 2 - 2 - 4,38.1,7.4
10692,서울,2005-07-09,10,5,11,단청,최봉주,01:56.2,4,8 - 8 - 8 - 2 - 2 - 7,3,1.6
10693,서울,2005-07-09,11,5,7,알찬집,이성환,02:01.5,8,6 - 7 - 8 - 8 - 8 - 7,93.2,9.5
10694,서울,2005-07-09,12,10,8,마이네나우시카,이성환,02:14.0,4,10 - 9 - 9 - 11 - 10 - 9,74.7,12.6
10695,서울,2005-07-09,5,6,1,천지질주,최범현,01:15.4,,5 -  -  - 4 - 3 - 1,3.9,1.6
10696,서울,2005-07-09,7,4,6,버니캣,박수홍,01:16.4,목,2 -  -  - 2 - 3 - 4,12.6,3.5
10697,서울,2005-07-09,8,2,7,만화당,유재필,01:30.6,3,3 -  -  - 4 - 4 - 7,52.9,13.1
10698,서울,2005-07-09,6,4,4,해피투게더,천창기,01:29.8,2½,4 -  -  - 4 - 4 - 5,16.6,3.2
10699,서울,2005-07-09,11,1,1,안정성,박태종,01:58.6,,3 - 3 - 2 - 3 - 3 - 2,2.7,1.2
10700,서울,2005-07-09,8,7,3,미래희망,김혜성,01:28.9,3,1 -  -  - 1 - 1 - 1,9.3,5.9
10701,서울,2005-07-09,11,8,3,프리마댄서,이기회,01:59.8,4,4 - 4 - 4 - 5 - 5 - 6,10.5,2.4
10702,서울,2005-07-09,4,8,3,보물섬,양희진,01:29.6,5,8 -  -  - 8 - 8 - 4,12,2.2
10703,서울,2005-07-09,4,4,4,금발낭자,박태종,01:29.8,1½,2 -  -  - 2 - 2 - 3,4.5,1.3
10704,서울,2005-07-09,2,4,6,신나는청춘,한성열,01:19.0,3,4 -  -  - 8 - 8 - 7,8.8,1.2
10705,서울,2005-07-09,3,5,7,차밍트롯,우창구,01:18.8,3,2 -  -  - 2 - 2 - 6,138,20.1
10706,서울,2005-07-09,4,6,2,둥지천만년,김효섭,01:28.7,4,3 -  -  - 4 - 3 - 2,2.9,1.2
10707,서울,2005-07-09,1,5,5,느낌이좋아,황순도,01:03.6,½,7 -  -  - 7 - 6 - 7,17.9,2.6
10708,서울,2005-07-09,3,1,9,해뜰때,박태종,01:21.2,11,4 -  -  - 7 - 8 - 9,27.6,4.9
10709,서울,2005-07-09,3,6,8,화이트파티,김혜성,01:19.2,2,7 -  -  - 6 - 9 - 8,62.8,6.1
10710,서울,2005-07-09,6,8,9,데킬라,임대규,01:32.2,5,9 -  -  - 9 - 9 - 9,61.7,6.5
10711,서울,2005-07-09,6,3,7,하늘벽,양희진,01:30.7,1½,6 -  -  - 7 - 7 - 7,96.7,11
10712,서울,2005-07-09,7,8,1,농다리,김동균,01:15.1,,5 -  -  - 4 - 4 - 2,9.7,2.6
10713,서울,2005-07-09,9,6,2,경국대재,박수홍,01:29.1,5,1 -  -  - 1 - 1 - 1,5,1.7
10714,서울,2005-07-09,5,7,5,차토백,박태종,01:18.4,4,4 -  -  - 3 - 4 - 5,26.2,6.1
10715,서울,2005-07-09,8,1,2,금박댕기,박을운,01:28.4,2,5 -  -  - 6 - 6 - 2,2,1.3
10716,서울,2005-07-09,8,5,1,승리용사,문정균,01:28.0,,7 -  -  - 7 - 7 - 3,7.3,2.9
10717,서울,2005-07-09,3,3,3,이모션,김동균,01:17.1,목,5 -  -  - 4 - 6 - 2,15.8,1.9
10718,서울,2005-07-09,9,7,,릴트캣,한성열,,출전취소, -  -  -  -  - ,0,0
10719,서울,2005-07-09,1,4,4,산성번개,김효섭,01:03.5,2,6 -  -  - 6 - 7 - 4,2.7,1.3
10720,서울,2005-07-09,10,8,8,한라의정기,이성환,01:54.5,½,10 - 10 - 11 - 11 - 11 - 10,42,7.5
10721,서울,2005-07-09,12,5,4,라퓨터,박수홍,02:12.8,½,6 - 6 - 6 - 10 - 8 - 7,5.3,2.4
10722,서울,2005-07-09,5,5,4,과천두령,임대규,01:17.8,1¾,7 -  -  - 7 - 6 - 6,16.7,3.6
10723,서울,2005-07-09,11,2,2,기쁜샘,최봉주,01:59.0,2,1 - 1 - 1 - 1 - 1 - 1,2.8,1.5
10724,서울,2005-07-09,7,1,3,세드나,김혜성,01:15.4,1¼,8 -  -  - 9 - 9 - 5,4.4,1.6
10725,서울,2005-07-09,5,2,3,창창일로,천창기,01:17.5,8,2 -  -  - 2 - 1 - 3,1.4,1.4
10726,서울,2005-07-09,4,2,1,허니문,유재필,01:27.9,,1 -  -  - 1 - 1 - 1,1.9,1
10727,서울,2005-07-09,6,5,2,금생,김혜성,01:29.3,목,1 -  -  - 2 - 3 - 3,7,1.9
10728,서울,2005-07-09,8,4,4,언뉴절페어리,우창구,01:29.7,5,6 -  -  - 5 - 5 - 6,6.9,2.6
10729,서울,2005-07-09,9,4,3,해브나이스,허재영,01:29.2,½,6 -  -  - 6 - 6 - 5,29.4,5.2
10730,서울,2005-07-09,1,3,9,남국성,최범현,01:04.5,2,9 -  -  - 9 - 9 - 9,49,6.6
10731,서울,2005-07-09,11,4,4,말순이,임대규,02:00.0,1¼,5 - 5 - 5 - 2 - 2 - 3,7.3,1.8
10732,서울,2005-07-09,7,9,9,타이거지프,이성환,01:17.5,1½,6 -  -  - 7 - 8 - 10,63.1,10.4
10733,서울,2005-07-09,4,3,6,수퍼캣,이금주,01:30.6,¾,5 -  -  - 5 - 5 - 5,84.2,7.2
10734,서울,2005-07-09,9,5,4,항모군단,김석봉,01:29.3,½,2 -  -  - 2 - 2 - 3,15.2,3.1
10735,서울,2005-07-09,9,8,5,새정림,우창구,01:29.4,½,3 -  -  - 3 - 4 - 4,4.7,1.6
10736,서울,2005-07-09,7,2,2,큰울림,지하주,01:15.2,1,1 -  -  - 1 - 1 - 1,3.7,1.7
10737,서울,2005-07-09,1,9,8,지프캐딜락,박수홍,01:04.1,1,8 -  -  - 8 - 8 - 8,82.1,12.7
10738,서울,2005-07-09,1,6,6,런투유,문정균,01:03.9,1½,3 -  -  - 3 - 4 - 5,67.8,8.6
10739,서울,2005-07-09,1,1,2,제곱,이성환,01:02.7,8,1 -  -  - 1 - 2 - 2,2.1,1
10740,서울,2005-07-09,7,5,10,최상용맹,김동철,01:18.0,3,9 -  -  - 6 - 6 - 9,8,2
10741,서울,2005-07-09,10,2,3,프론티어,김동균,01:53.0,3,7 - 7 - 7 - 8 - 8 - 4,50.7,7.6
10742,서울,2005-07-09,10,10,5,원기충천,이준철,01:54.2,¾,11 - 11 - 10 - 7 - 7 - 6,68.8,6.9
10743,서울,2005-07-09,1,2,7,리얼챔피언,서도수,01:04.0,½,4 -  -  - 4 - 5 - 6,61.3,7.6
10744,서울,2005-07-09,10,11,7,오추혼,양희진,01:54.4,½,6 - 6 - 6 - 6 - 6 - 8,7.2,2
10745,서울,2005-07-09,7,3,4,범선,김효섭,01:16.1,3,3 -  -  - 5 - 5 - 6,2.9,1.3
10746,서울,2005-07-09,3,9,6,무극평정,윤대근,01:18.2,2½,3 -  -  - 3 - 5 - 7,58.7,4.8
10747,서울,2005-07-09,10,7,1,멤버스,지하주,01:51.1,,1 - 1 - 1 - 1 - 1 - 1,26.1,4.2
10748,서울,2005-07-09,9,1,7,만금,최봉주,01:30.3,4,4 -  -  - 5 - 5 - 6,3.7,1.8
10749,서울,2005-07-09,12,8,3,리오스톰,이신영,02:12.8,5,4 - 2 - 2 - 3 - 4 - 4,85.4,13.3
10750,서울,2005-07-09,12,7,12,론리크라운,이동국,02:15.0,1,12 - 10 - 7 - 8 - 9 - 10,24.6,3.7
10751,서울,2005-07-09,10,1,2,당대무적,박을운,01:52.5,8,2 - 2 - 3 - 5 - 5 - 2,3.3,1.4
10752,서울,2005-07-09,6,2,5,블랙자이언트,김민수,01:30.1,2,8 -  -  - 8 - 6 - 6,17,2.9
10753,서울,2005-07-09,12,9,9,플래시레드,김혜성,02:14.7,4,9 - 11 - 11 - 12 - 12 - 11,8.2,1.9
10754,서울,2005-07-09,9,2,6,노던빅터,박태종,01:29.5,1,7 -  -  - 7 - 7 - 7,3.5,1.3
10755,서울,2005-07-09,5,1,6,그린재킷,이성환,01:18.8,2,1 -  -  - 1 - 2 - 4,48.9,8
10756,서울,2005-07-09,6,9,1,해피자이언트,신형철,01:29.2,,7 -  -  - 5 - 5 - 2,3.4,1.4
10757,서울,2005-07-09,7,7,7,전력투구,문정균,01:16.9,3,10 -  -  - 10 - 10 - 8,78.2,13.4
10758,서울,2005-07-09,3,7,5,키위빅터,박을운,01:17.8,코,9 -  -  - 9 - 3 - 4,11.4,1.7
10759,서울,2005-07-09,12,3,5,보위,신형철,02:12.9,½,3 - 3 - 3 - 6 - 6 - 5,21.2,5.8
10760,서울,2005-07-09,10,3,6,비스터,윤대근,01:54.4,1,4 - 4 - 4 - 9 - 9 - 9,38.2,7.3
10761,서울,2005-07-09,7,6,5,히아데스,서도수,01:16.4,1¾,4 -  -  - 8 - 7 - 7,24.9,3.8
10762,서울,2005-07-09,10,6,9,놀뫼,유재필,01:55.3,4,3 - 3 - 2 - 4 - 4 - 5,4.9,1.7
10763,서울,2005-07-09,12,2,11,도버문,박태종,02:14.9,½,2 - 5 - 5 - 7 - 7 - 8,7.4,2.5
10764,서울,2005-07-09,2,8,3,토말첫주자,김석봉,01:17.3,1¼,7 -  -  - 3 - 4 - 4,35.2,3.6
10765,서울,2005-07-09,6,6,8,비봉산,문정균,01:31.4,4,3 -  -  - 6 - 8 - 8,33.3,3.8
10766,서울,2005-07-09,12,12,1,캐니맥,임대규,02:10.6,,5 - 4 - 4 - 1 - 1 - 1,7.6,2.7
10767,서울,2005-07-09,12,4,6,줄루골드,김석봉,02:13.2,1¾,11 - 12 - 12 - 5 - 5 - 6,6.2,2.3
10768,서울,2005-07-09,4,7,7,파워굿,김민수,01:31.8,7,7 -  -  - 6 - 7 - 7,97.8,7.7
10769,서울,2005-07-09,10,9,4,동부제일,임대규,01:54.1,6,9 - 9 - 9 - 3 - 3 - 3,11.4,3.2
10770,서울,2005-07-09,7,10,8,영웅천사,김옥성,01:17.2,1¾,7 -  -  - 3 - 2 - 3,33,5.7
10771,서울,2005-07-09,2,2,5,녹하지,김효섭,01:18.4,5,8 -  -  - 7 - 5 - 5,20,3.1
10772,서울,2005-07-09,12,6,2,사와랑,최봉주,02:11.8,7,7 - 7 - 8 - 4 - 3 - 2,3.6,1.9
10773,서울,2005-07-09,10,4,10,명문의후예,손영진,01:55.4,¾,5 - 5 - 5 - 10 - 10 - 11,17.5,3.9
10774,서울,2005-07-09,1,7,3,뉴페이스,이준철,01:03.2,3,5 -  -  - 5 - 3 - 3,6.7,1.4
10775,서울,2005-07-09,2,7,8,뉴자이,임대규,01:20.8,8,6 -  -  - 6 - 7 - 8,54.2,8
10776,서울,2005-07-09,6,7,3,승리돌풍,박태종,01:29.3,½,5 -  -  - 3 - 2 - 1,4.4,1.6
10777,서울,2005-07-09,9,3,1,오늘,김효섭,01:28.2,,5 -  -  - 4 - 3 - 2,5.5,1.4
10778,서울,2005-07-09,4,5,8,스트롱지프,박을운,01:32.3,3,4 -  -  - 3 - 4 - 8,34.6,3.3
10779,서울,2005-07-09,2,3,1,빅터집시,김옥성,01:16.0,,1 -  -  - 1 - 1 - 1,1.2,1.1
10780,서울,2005-07-09,3,2,2,노을빛,강태현,01:17.1,15,8 -  -  - 8 - 7 - 3,4.4,1.1
10781,서울,2005-07-09,5,3,7,시월드,지하주,01:22.1,19,6 -  -  - 6 - 7 - 7,86.2,23.2
10782,서울,2005-07-09,2,1,4,협동,박태종,01:17.6,1¾,3 -  -  - 4 - 3 - 3,6.8,1.6
10783,서울,2005-07-09,3,4,4,페어리레이디,박수홍,01:17.8,4,6 -  -  - 5 - 4 - 5,21.3,4.3
10784,서울,2005-07-09,4,1,5,연중새보라,김낙현,01:30.4,4,6 -  -  - 7 - 6 - 6,89.6,9.8
10785,서울,2005-07-09,8,3,5,애니애런,황순도,01:29.8,¾,2 -  -  - 3 - 3 - 5,3.3,1.7
10786,서울,2005-07-09,11,6,6,유니시티,최범현,02:00.1,목,8 - 6 - 6 - 6 - 6 - 4,20.6,2.6
10787,서울,2005-07-09,5,4,2,헤스티아,박을운,01:16.2,4,3 -  -  - 5 - 5 - 2,5.8,1.8
10788,서울,2005-07-09,6,1,6,회오리,이신영,01:30.4,1¾,2 -  -  - 1 - 1 - 4,2.5,1.4
10789,서울,2005-07-09,1,8,1,로켓맨,안병기,01:01.2,,2 -  -  - 2 - 1 - 1,7.9,2.3
10790,서울,2005-07-09,12,1,10,메카니코,우창구,02:14.8,½,8 - 8 - 10 - 9 - 11 - 12,16.1,4.1
10791,서울,2005-07-09,12,11,7,알파맥스,최범현,02:13.3,목,1 - 1 - 1 - 2 - 2 - 3,16.9,4.4
10792,서울,2005-07-09,2,5,7,스마티,김귀배,01:19.4,2½,5 -  -  - 5 - 6 - 6,42.5,4.9
10793,서울,2005-07-09,2,6,2,샤이닝퀸,최범현,01:17.1,6,2 -  -  - 2 - 2 - 2,17.4,2.1
10794,서울,2005-07-09,11,7,8,운악명가,이금주,02:02.7,7,7 - 8 - 7 - 7 - 7 - 8,93,10.4
10795,서울,2005-07-10,5,4,8,준준보,양희진,01:17.7,목,11 -  -  - 10 - 10 - 9,129.8,21.9
10796,서울,2005-07-10,3,7,6,국길마을,임대규,01:16.9,2,9 -  -  - 9 - 8 - 7,93.1,8.7
10797,서울,2005-07-10,2,10,9,팬그린,천창기,01:05.5,목,8 -  -  - 8 - 7 - 6,37.5,3.3
10798,서울,2005-07-10,8,3,11,윤당,임대규,01:29.7,3,3 -  -  - 3 - 4 - 7,6.6,2
10799,서울,2005-07-10,4,1,1,세븐스타,허재영,01:01.9,,1 -  -  - 1 - 1 - 1,23.9,7.9
10800,서울,2005-07-10,8,5,9,주목,이동국,01:29.1,목,4 -  -  - 5 - 7 - 9,39,9.2
10801,서울,2005-07-10,6,4,1,우정만리,임대규,01:15.0,,4 -  -  - 2 - 3 - 1,11,2.5
10802,서울,2005-07-10,5,2,12,초이스,이정선,01:21.0,6,3 -  -  - 4 - 4 - 11,85.3,10.1
10803,서울,2005-07-10,5,9,10,황제의눈,윤영민,01:18.0,¾,12 -  -  - 12 - 11 - 10,144.6,10
10804,서울,2005-07-10,3,4,2,잇어팸리트러디션,우창구,01:14.6,¾,4 -  -  - 4 - 3 - 2,7.1,1.7
10805,서울,2005-07-10,9,4,2,송곡,이기회,01:53.3,2½,9 - 9 - 7 - 9 - 9 - 5,1.8,1.1
10806,서울,2005-07-10,2,8,1,포텐셜위너,최범현,01:03.1,,1 -  -  - 1 - 2 - 1,1.1,1
10807,서울,2005-07-10,12,2,3,뇌천,박수홍,02:12.1,머리,1 - 1 - 1 - 1 - 1 - 2,2.3,1.4
10808,서울,2005-07-10,3,3,3,하롱베이,윤대근,01:15.5,5,2 -  -  - 2 - 2 - 3,6.9,1.7
10809,서울,2005-07-10,7,9,6,스피드라인,유재필,01:29.9,머리,9 -  -  - 6 - 6 - 5,9.7,2.4
10810,서울,2005-07-10,1,3,2,토파,천창기,01:03.0,½,1 -  -  - 1 - 1 - 1,1.8,1.1
10811,서울,2005-07-10,10,9,5,환상비행,손영진,02:00.5,4,9 - 8 - 4 - 4 - 5 - 7,15,2.8
10812,서울,2005-07-10,4,7,6,이졸데,박수홍,01:03.3,2½,6 -  -  - 6 - 4 - 6,6.7,5
10813,서울,2005-07-10,3,5,7,릴로즈,박수홍,01:17.1,1,5 -  -  - 6 - 6 - 6,31.8,5
10814,서울,2005-07-10,11,10,1,치프피트,김효섭,02:04.8,,10 - 10 - 8 - 5 - 4 - 3,3.5,1.8
10815,서울,2005-07-10,11,8,7,달러박스,이성환,02:05.9,1½,8 - 9 - 11 - 12 - 12 - 8,39.3,7.8
10816,서울,2005-07-10,3,6,9,수왕사,박을운,01:20.7,6,6 -  -  - 8 - 7 - 8,91,11.5
10817,서울,2005-07-10,6,5,8,비바빅토리아,박수홍,01:19.6,9,6 -  -  - 5 - 6 - 8,19.7,3.8
10818,서울,2005-07-10,11,9,12,부다비전,최범현,02:10.0,13,3 - 2 - 3 - 4 - 7 - 12,88.7,13
10819,서울,2005-07-10,9,9,8,부자나라,김옥성,01:55.6,7,2 - 2 - 2 - 4 - 4 - 6,75.3,9.6
10820,서울,2005-07-10,11,7,10,골든아치,이동국,02:07.3,4,9 - 8 - 9 - 10 - 11 - 11,5.5,2.3
10821,서울,2005-07-10,8,1,5,페기즈폴스탭,한성열,01:28.3,1¾,5 -  -  - 4 - 2 - 3,16.4,3.3
10822,서울,2005-07-10,3,1,4,에이프럴빅토리,강태현,01:15.6,½,3 -  -  - 3 - 4 - 4,3.8,1.5
10823,서울,2005-07-10,11,4,2,베일드헤이,양희진,02:04.9,½,6 - 6 - 6 - 8 - 6 - 2,6.5,2.2
10824,서울,2005-07-10,8,10,12,논골황제,양희진,01:30.0,1½,11 -  -  - 12 - 12 - 12,69.9,9.7
10825,서울,2005-07-10,5,3,3,대지성,박태종,01:16.3,1¼,7 -  -  - 6 - 8 - 5,1.7,1.1
10826,서울,2005-07-10,11,12,11,리터럴리애스크힘,박태종,02:07.8,3,5 - 4 - 4 - 3 - 3 - 10,6.2,2
10827,서울,2005-07-10,7,8,8,월곡신화,강지웅,01:31.9,4,3 -  -  - 3 - 2 - 7,4.4,1.8
10828,서울,2005-07-10,6,1,5,째즈플레이어,유재필,01:17.9,1½,2 -  -  - 7 - 7 - 6,5.4,1.5
10829,서울,2005-07-10,3,8,8,길리오,황순도,01:19.7,15,7 -  -  - 7 - 9 - 9,173,16.7
10830,서울,2005-07-10,5,6,11,퍼시픽랜드,김민수,01:20.0,11,6 -  -  - 11 - 12 - 12,137.4,29.1
10831,서울,2005-07-10,11,3,3,보카플라이어,김동철,02:05.5,3,12 - 12 - 12 - 7 - 8 - 4,7.8,1.8
10832,서울,2005-07-10,8,11,2,상리스,천창기,01:27.9,5,7 -  -  - 8 - 5 - 4,4.4,2
10833,서울,2005-07-10,12,7,2,청운대성,김효섭,02:12.1,5,4 - 4 - 4 - 4 - 3 - 3,7.1,3.2
10834,서울,2005-07-10,3,9,5,고로킷고,신형철,01:16.6,6,8 -  -  - 5 - 5 - 5,2.8,1.3
10835,서울,2005-07-10,5,1,2,데네브,김효섭,01:16.1,½,2 -  -  - 3 - 3 - 1,8.6,2.1
10836,서울,2005-07-10,8,2,1,아름다운축제,김동철,01:27.0,,1 -  -  - 1 - 1 - 1,3.5,1.5
10837,서울,2005-07-10,8,8,4,플라잉스킵,박태종,01:28.0,¾,9 -  -  - 9 - 9 - 5,14.8,3.6
10838,서울,2005-07-10,8,9,10,모어노블,이정선,01:29.2,¾,10 -  -  - 10 - 10 - 10,93.2,27.4
10839,서울,2005-07-10,4,6,7,신군주,양희진,01:03.4,1,4 -  -  - 4 - 5 - 7,39.2,10.3
