ID,RCTRCK,RACE_DE,RACE_NO,PARTCPT_NO,RANK,RCHOSE_NM,HRSMN,RCORD,ARVL_DFFRNC,EACH_SCTN_PASAGE_RANK,A_WIN_SYTM_EXPECT_ALOT,WIN_STA_EXPECT_ALOT
242,부경,2005-01-28,8,5,5,국가대표,김태경,01:16.8,½,5 -  -  - 4 -  - 4 - ,,
243,부경,2005-01-28,4,4,5,트루크전사,박재호,01:06.7,3,5 -  -  -  -  - 5 - ,,
244,부경,2005-01-28,4,3,3,우격다짐,문중원,01:04.9,8,4 -  -  -  -  - 4 - ,,
245,부경,2005-01-28,4,1,6,가랑,이영우,01:07.1,2,6 -  -  -  -  - 6 - ,,
246,부경,2005-01-28,9,6,2,산무리,박재호,01:18.7,4,9 -  -  - 8 -  - 7 - ,,
247,부경,2005-01-28,9,4,5,몽돌,유현명,01:19.8,½,5 -  -  - 3 -  - 5 - ,,
248,부경,2005-01-28,9,3,6,광속구,채규준,01:20.8,5,6 -  -  - 6 -  - 6 - ,,
249,부경,2005-01-28,6,8,4,초대제왕,김도현,01:03.2,7,6 -  -  -  - 7 - 7 - ,,
250,부경,2005-01-28,6,4,8,신의미소,하무선,01:05.3,7,8 -  -  -  - 8 - 8 - ,,
251,부경,2005-01-28,11,5,7,부산광장,구민성,01:32.6,1,5 -  -  - 5 -  - 5 - ,,
252,부경,2005-01-28,11,1,2,부곡,유현명,01:30.3,목,4 -  -  - 4 -  - 3 - ,,
253,부경,2005-01-28,11,6,3,시선제압,양영남,01:30.3,코,7 -  -  - 6 -  - 6 - ,,
254,부경,2005-01-28,1,1,3,패권장악,박재호,01:03.9,1¼,1 -  -  -  - 1 - 2 - ,,
255,부경,2005-01-28,11,2,4,활황시대,조찬훈,01:30.7,2,1 -  -  - 2 -  - 2 - ,,
256,부경,2005-01-28,11,4,1,루나,김수만,01:30.2,,3 -  -  - 1 -  - 1 - ,,
257,부경,2005-01-28,7,4,6,황금주자,문중원,01:17.6,½,5 -  -  - 6 - 6 - 7 - ,,
258,부경,2005-01-28,6,3,3,정벌대왕,한상규,01:02.0,¾,3 -  -  -  - 3 - 3 - ,,
259,부경,2005-01-28,7,2,1,골딩,구영준,01:15.6,,3 -  -  - 3 - 3 - 2 - ,,
260,부경,2005-01-28,1,6,1,대중파티,한상규,01:03.6,,5 -  -  -  - 6 - 5 - ,,
261,부경,2005-01-28,3,6,6,무척산,유현명,01:06.3,2½,4 -  -  -  - 4 - 4 - ,,
262,부경,2005-01-28,1,3,5,웰빙파노라마,김도현,01:04.5,1,2 -  -  -  - 3 - 4 - ,,
263,부경,2005-01-28,1,4,4,영화배우,김태경,01:04.3,2½,3 -  -  -  - 2 - 3 - ,,
264,부경,2005-01-28,1,7,8,승리여신,구민성,01:06.4,8,8 -  -  -  - 7 - 8 - ,,
265,부경,2005-01-28,1,8,7,등단,이영우,01:04.9,1½,7 -  -  -  - 8 - 6 - ,,
266,부경,2005-01-28,2,4,5,물거울,김태준,01:06.8,1¼,6 -  -  -  - 6 - 6 - ,,
267,부경,2005-01-28,6,2,2,명문여왕,채규준,01:01.9,¾,1 -  -  -  - 1 - 1 - ,,
268,부경,2005-01-28,6,6,7,서클스디자이어,유현명,01:04.2,4,7 -  -  -  - 6 - 6 - ,,
269,부경,2005-01-28,6,7,5,바람직,구민성,01:03.4,¾,4 -  -  -  - 4 - 4 - ,,
270,부경,2005-01-28,9,2,1,피앙세,한상규,01:18.0,,3 -  -  - 4 -  - 2 - ,,
271,부경,2005-01-28,9,5,8,한번웃자,구영준,01:22.1,6,7 -  -  - 7 -  - 9 - ,,
272,부경,2005-01-28,9,8,3,샛별탄생,문중원,01:19.1,2½,2 -  -  - 2 -  - 1 - ,,
273,부경,2005-01-28,4,2,4,눈길주도,구민성,01:06.1,7,3 -  -  -  -  - 3 - ,,
274,부경,2005-01-28,4,5,1,선발승,김도현,01:03.1,,1 -  -  -  -  - 1 - ,,
275,부경,2005-01-28,4,6,2,천리장정,박진희,01:03.6,2½,2 -  -  -  -  - 2 - ,,
276,부경,2005-01-28,8,3,1,데퓨타이즈드엔젤,김도현,01:16.1,,2 -  -  - 2 -  - 3 - ,,
277,부경,2005-01-28,3,2,4,해찬솔,조찬훈,01:04.4,4,6 -  -  -  - 5 - 5 - ,,
278,부경,2005-01-28,3,4,1,상상치,하무선,01:02.6,,1 -  -  -  - 1 - 1 - ,,
279,부경,2005-01-28,5,1,1,프린세스켈리,조찬훈,01:01.4,,1 -  -  -  - 1 - 1 - ,,
280,부경,2005-01-28,5,3,4,만능주자,하무선,01:03.1,3,3 -  -  -  - 3 - 3 - ,,
281,부경,2005-01-28,5,5,3,바람의전령,박재호,01:02.5,1,4 -  -  -  - 5 - 5 - ,,
282,부경,2005-01-28,5,6,2,스트로베리클래식,김태준,01:02.3,5,2 -  -  -  - 2 - 2 - ,,
283,부경,2005-01-28,11,7,5,천황등극,이영우,01:32.3,9,6 -  -  - 7 -  - 7 - ,,
284,부경,2005-01-28,7,5,5,디엠머치,채규준,01:17.5,2½,7 -  -  - 7 - 7 - 6 - ,,
285,부경,2005-01-28,8,2,3,이니쉬포럼,오영일,01:16.5,2½,1 -  -  - 1 -  - 2 - ,,
286,부경,2005-01-28,2,2,4,위닝샷,김도현,01:06.6,17,5 -  -  -  - 4 - 4 - ,,
287,부경,2005-01-28,2,1,7,작전개시,김태경,01:07.7,1½,7 -  -  -  - 5 - 5 - ,,
288,부경,2005-01-28,1,5,2,남도최강,오영일,01:03.6,½,6 -  -  -  - 5 - 1 - ,,
289,부경,2005-01-28,8,4,8,특집,양영남,01:17.5,머리,7 -  -  - 7 -  - 6 - ,,
290,부경,2005-01-28,8,8,7,감화력,최인덕,01:17.5,1½,8 -  -  - 8 -  - 8 - ,,
291,부경,2005-01-28,2,5,1,버들가지,하무선,01:02.9,,2 -  -  -  - 2 - 2 - ,,
292,부경,2005-01-28,7,3,3,블루머린,구민성,01:17.0,머리,1 -  -  - 1 - 1 - 1 - ,,
293,부경,2005-01-28,7,6,4,레이디즈돈웨이트,오영일,01:17.1,½,2 -  -  - 2 - 2 - 3 - ,,
294,부경,2005-01-28,2,6,2,달의산,박재호,01:03.1,1¼,1 -  -  -  - 1 - 1 - ,,
295,부경,2005-01-28,2,8,6,금줄나비,하태국,01:07.5,4,4 -  -  -  - 7 - 7 - ,,
296,부경,2005-01-28,3,1,2,천하질주,구민성,01:02.6,목,3 -  -  -  - 3 - 3 - ,,
297,부경,2005-01-28,9,9,7,엑스드림,박명진,01:21.1,2,1 -  -  - 1 -  - 3 - ,,
298,부경,2005-01-28,10,5,6,대사도모,양영남,01:20.5,6,5 -  -  - 4 -  - 4 - ,,
299,부경,2005-01-28,10,6,8,별들의잔치,김도현,01:21.9,8,6 -  -  - 6 -  - 8 - ,,
300,부경,2005-01-28,10,8,2,다채로운,박진희,01:18.2,5,3 -  -  - 2 -  - 2 - ,,
301,부경,2005-01-28,10,9,3,삼신봉,하태국,01:19.0,5,1 -  -  - 1 -  - 1 - ,,
302,부경,2005-01-28,5,2,7,캔트터치디스,구민성,01:04.7,목,6 -  -  -  - 6 - 7 - ,,
303,부경,2005-01-28,6,1,1,위닝뷰티,이영우,01:01.7,,2 -  -  -  - 2 - 2 - ,,
304,부경,2005-01-28,3,7,7,대승령,하태국,01:06.6,1¼,5 -  -  -  - 6 - 7 - ,,
305,부경,2005-01-28,3,5,3,부산제왕,양영남,01:03.8,7,2 -  -  -  - 2 - 2 - ,,
306,부경,2005-01-28,8,1,2,앵글슬램,문중원,01:16.1,머리,3 -  -  - 3 -  - 1 - ,,
307,부경,2005-01-28,7,7,2,파인포인트,김수만,01:17.0,8,6 -  -  - 4 - 4 - 4 - ,,
308,부경,2005-01-28,6,5,6,신의영광,문중원,01:03.5,¾,5 -  -  -  - 5 - 5 - ,,
309,부경,2005-01-28,7,1,7,리드풋,양영남,01:18.2,3,4 -  -  - 5 - 5 - 5 - ,,
310,부경,2005-01-28,2,7,3,금강공원,양영남,01:03.6,3,3 -  -  -  - 3 - 3 - ,,
311,부경,2005-01-28,3,3,5,내가우승,김수만,01:05.9,8,7 -  -  -  - 7 - 6 - ,,
312,부경,2005-01-28,5,4,5,이심이,오영일,01:03.4,2,7 -  -  -  - 7 - 6 - ,,
313,부경,2005-01-28,10,7,1,복조리,한상규,01:17.3,,2 -  -  - 3 -  - 3 - ,,
314,부경,2005-01-28,11,3,6,부산용병,문중원,01:32.4,½,2 -  -  - 3 -  - 4 - ,,
315,부경,2005-01-28,2,3,8,거문고,유현명,01:07.8,½,8 -  -  -  - 8 - 8 - ,,
316,부경,2005-01-28,5,7,6,명품대작,채규준,01:04.6,7,5 -  -  -  - 4 - 4 - ,,
317,부경,2005-01-28,10,4,7,바다물결,김태준,01:20.5,목,4 -  -  - 5 -  - 6 - ,,
318,부경,2005-01-28,4,8,,탐진강,하태국,,주행중지, -  -  -  -  -  - ,,
319,부경,2005-02-04,5,1,1,매덤무어,김도현,01:02.0,,6 -  -  -  -  - 6 - ,,
320,부경,2005-02-04,5,2,2,콜드게임,한상규,01:02.1,½,1 -  -  -  -  - 1 - ,,
321,부경,2005-02-04,10,7,1,금방아,한상규,01:16.2,,1 -  -  - 1 -  - 1 - ,,
322,부경,2005-02-04,10,8,4,레드타워,김수만,01:17.9,4,5 -  -  - 2 -  - 4 - ,,
323,부경,2005-02-04,11,2,3,센세이셔널뷰티,구민성,01:15.8,2½,6 -  -  - 5 -  - 6 - ,,
324,부경,2005-02-04,10,6,10,신출귀몰,양영남,01:22.1,8,10 -  -  - 10 -  - 10 - ,,
325,부경,2005-02-04,5,5,7,크리스티즈참,유현명,01:03.5,1¾,5 -  -  -  -  - 7 - ,,
326,부경,2005-02-04,5,6,4,플렛,채규준,01:02.8,1¾,7 -  -  -  -  - 5 - ,,
327,부경,2005-02-04,5,7,3,당대혁신,하무선,01:02.5,2,2 -  -  -  -  - 2 - ,,
328,부경,2005-02-04,5,9,10,퍼서널프로젝트,하태국,01:04.0,1¾,10 -  -  -  -  - 8 - ,,
329,부경,2005-02-04,6,3,3,화끈해,양영남,01:03.4,½,2 -  -  -  -  - 2 - ,,
330,부경,2005-02-04,6,5,2,빅보러,하무선,01:03.3,2,3 -  -  -  -  - 4 - ,,
331,부경,2005-02-04,8,1,6,참제비,김경진,01:19.9,2½,2 -  -  - 2 -  - 2 - ,,
332,부경,2005-02-04,8,7,7,푸근한,하무선,01:20.2,1¾,6 -  -  - 7 -  - 7 - ,,
333,부경,2005-02-04,9,3,8,기적부활,하무선,01:18.3,3,4 -  -  - 6 -  - 7 - ,,
334,부경,2005-02-04,9,4,1,스타링로디오,구영준,01:15.0,,3 -  -  - 3 -  - 1 - ,,
335,부경,2005-02-04,9,5,2,크립토즈걸,양영남,01:15.1,목,5 -  -  - 4 -  - 3 - ,,
336,부경,2005-02-04,9,6,3,개세지재,김수만,01:15.5,2½,6 -  -  - 5 -  - 4 - ,,
337,부경,2005-02-04,9,8,4,통일기원,채규준,01:16.0,2½,7 -  -  - 7 -  - 6 - ,,
338,부경,2005-02-04,10,2,5,야생화,하태국,01:18.1,1¼,3 -  -  - 4 -  - 3 - ,,
339,부경,2005-02-04,10,4,3,새터전,조찬훈,01:17.3,4,4 -  -  - 5 -  - 5 - ,,
340,부경,2005-02-04,12,7,7,텔리큐엔셜,이영우,01:18.3,코,5 -  -  - 4 -  - 5 - ,,
341,부경,2005-02-04,13,2,7,여군천하,하무선,01:32.1,4,7 -  -  - 8 -  - 7 - ,,
342,부경,2005-02-04,13,5,8,날아가,박진희,01:33.4,7,8 -  -  - 6 -  - 5 - ,,
343,부경,2005-02-04,13,7,5,부산날개,이명화,01:31.4,½,2 -  -  - 2 -  - 3 - ,,
344,부경,2005-02-04,2,4,5,공원자랑,한상규,01:03.8,1,7 -  -  -  -  - 7 - ,,
345,부경,2005-02-04,2,5,3,카론,하무선,01:03.2,½,6 -  -  -  -  - 4 - ,,
346,부경,2005-02-04,2,7,2,미송,유현명,01:03.1,½,1 -  -  -  -  - 1 - ,,
347,부경,2005-02-04,2,8,8,아군진영,김경진,01:07.8,19,5 -  -  -  -  - 6 - ,,
348,부경,2005-02-04,3,2,3,태권소녀,문중원,01:05.0,1¼,5 -  -  -  -  - 4 - ,,
349,부경,2005-02-04,3,4,4,명문구단,한상규,01:05.1,½,7 -  -  -  -  - 5 - ,,
350,부경,2005-02-04,3,5,2,남산수,유현명,01:04.8,코,3 -  -  -  -  - 3 - ,,
351,부경,2005-02-04,3,6,6,좋은징조,구민성,01:06.6,7,1 -  -  -  -  - 2 - ,,
352,부경,2005-02-04,4,1,3,민자딘,한상규,01:02.5,3,4 -  -  -  -  - 4 - ,,
353,부경,2005-02-04,4,2,4,최선책,구민성,01:02.7,1¼,1 -  -  -  -  - 1 - ,,
354,부경,2005-02-04,4,3,2,미광,유현명,01:01.9,1½,2 -  -  -  -  - 3 - ,,
355,부경,2005-02-04,4,5,9,축지술,김태준,01:05.2,5,7 -  -  -  -  - 7 - ,,
356,부경,2005-02-04,7,4,2,신사나라,하태국,01:15.1,1½,4 -  -  - 3 -  - 3 - ,,
357,부경,2005-02-04,7,7,3,일심전력,김수만,01:15.5,2,5 -  -  - 5 -  - 5 - ,,
358,부경,2005-02-04,1,2,2,스피드스타트,문중원,01:04.7,10,2 -  -  -  -  - 3 - ,,
359,부경,2005-02-04,1,3,4,대륙의꿈,박진희,01:05.1,½,4 -  -  -  -  - 4 - ,,
360,부경,2005-02-04,1,6,6,고운나라,이영우,01:06.5,7,7 -  -  -  -  - 7 - ,,
361,부경,2005-02-04,6,8,6,번개소녀,김태준,01:05.0,7,9 -  -  -  -  - 8 - ,,
362,부경,2005-02-04,9,9,9,부연동,하태국,01:20.5,12,9 -  -  - 9 -  - 9 - ,,
363,부경,2005-02-04,8,4,2,잠개,오영일,01:18.1,4,7 -  -  - 6 -  - 6 - ,,
364,부경,2005-02-04,7,5,4,근원물결,하무선,01:15.8,1¾,3 -  -  - 4 -  - 4 - ,,
365,부경,2005-02-04,4,7,6,고동소리,김경진,01:03.2,1¼,9 -  -  -  -  - 9 - ,,
366,부경,2005-02-04,2,2,7,보무당당,하태국,01:04.4,3,2 -  -  -  -  - 3 - ,,
367,부경,2005-02-04,11,5,5,체인지어브더캣,하태국,01:16.3,1½,1 -  -  - 1 -  - 1 - ,,
368,부경,2005-02-04,4,6,10,폰지폰제릴리,이명화,01:06.6,8,8 -  -  -  -  - 10 - ,,
369,부경,2005-02-04,3,1,5,금빛사랑,오영일,01:05.4,1½,4 -  -  -  -  - 6 - ,,
370,부경,2005-02-04,2,3,1,부경특급,오영일,01:03.0,,4 -  -  -  -  - 5 - ,,
371,부경,2005-02-04,2,1,6,첨단독주,구민성,01:03.8,코,3 -  -  -  -  - 2 - ,,
372,부경,2005-02-04,12,3,2,신사풍,하태국,01:15.8,1,1 -  -  - 1 -  - 1 - ,,
373,부경,2005-02-04,12,2,6,포스트히어로,김도현,01:18.3,½,7 -  -  - 6 -  - 4 - ,,
374,부경,2005-02-04,12,1,5,지온로즈,한상규,01:18.2,½,3 -  -  - 5 -  - 7 - ,,
375,부경,2005-02-04,1,7,5,독립군,김태경,01:05.4,1½,1 -  -  -  -  - 1 - ,,
376,부경,2005-02-04,1,5,3,황금빛태양,구영준,01:05.1,2,3 -  -  -  -  - 5 - ,,
377,부경,2005-02-04,6,9,5,더블린,유현명,01:03.8,½,4 -  -  -  -  - 3 - ,,
378,부경,2005-02-04,6,7,7,경험치,한상규,01:05.5,3,7 -  -  -  -  - 10 - ,,
379,부경,2005-02-04,6,4,9,부산영웅,구민성,01:06.1,목,10 -  -  -  -  - 9 - ,,
380,부경,2005-02-04,6,2,4,실력발휘,문중원,01:03.7,1¾,5 -  -  -  -  - 5 - ,,
381,부경,2005-02-04,6,1,10,대담무쌍,김도현,01:06.9,4,8 -  -  -  -  - 6 - ,,
382,부경,2005-02-04,5,4,5,불암산,김태준,01:03.1,1½,8 -  -  -  -  - 9 - ,,
383,부경,2005-02-04,10,5,6,휘황찬란,박진희,01:19.4,7,8 -  -  - 8 -  - 8 - ,,
384,부경,2005-02-04,10,3,8,기쁜땅,구민성,01:20.4,1¾,9 -  -  - 9 -  - 9 - ,,
385,부경,2005-02-04,10,1,7,화랑대,김도현,01:20.1,4,7 -  -  - 7 -  - 7 - ,,
386,부경,2005-02-04,9,7,7,트레인,유현명,01:17.8,3,8 -  -  - 8 -  - 8 - ,,
387,부경,2005-02-04,9,1,5,블랙라이언,구민성,01:16.7,4,1 -  -  - 1 -  - 2 - ,,
388,부경,2005-02-04,8,5,4,촉석루,하태국,01:18.5,½,4 -  -  - 4 -  - 3 - ,,
389,부경,2005-02-04,8,3,1,치어펄보이,한상규,01:17.4,,1 -  -  - 1 -  - 1 - ,,
390,부경,2005-02-04,7,6,6,언제나우승,이영우,01:17.1,4,7 -  -  - 7 -  - 7 - ,,
391,부경,2005-02-04,8,2,5,하늘영웅,김수만,01:19.5,6,3 -  -  - 3 -  - 4 - ,,
392,부경,2005-02-04,13,8,2,명랑,김수만,01:30.9,½,4 -  -  - 3 -  - 2 - ,,
393,부경,2005-02-04,13,4,4,화려한출발,최인덕,01:31.3,목,3 -  -  - 4 -  - 6 - ,,
394,부경,2005-02-04,13,3,3,악바리,구영준,01:31.3,2½,6 -  -  - 5 -  - 4 - ,,
395,부경,2005-02-04,13,1,6,별누리,구민성,01:31.5,½,5 -  -  - 7 -  - 8 - ,,
396,부경,2005-02-04,12,6,4,큐더뷰글러,양영남,01:18.1,¾,6 -  -  - 7 -  - 6 - ,,
397,부경,2005-02-04,11,1,7,터프피치,박진희,01:18.5,12,7 -  -  - 7 -  - 7 - ,,
398,부경,2005-02-04,10,10,9,무역항,김태준,01:20.7,1¼,6 -  -  - 6 -  - 6 - ,,
399,부경,2005-02-04,10,9,2,포석정,하무선,01:16.7,2½,2 -  -  - 3 -  - 2 - ,,
400,부경,2005-02-04,12,4,3,당대지존,구영준,01:18.0,13,4 -  -  - 3 -  - 3 - ,,
401,부경,2005-02-04,13,6,1,두터운정,양영남,01:30.8,,1 -  -  - 1 -  - 1 - ,,
402,부경,2005-02-04,2,6,4,선지자,문중원,01:03.7,2½,8 -  -  -  -  - 8 - ,,
403,부경,2005-02-04,3,3,7,곤돌라,하태국,01:06.7,½,6 -  -  -  -  - 7 - ,,
404,부경,2005-02-04,3,7,1,범방동,김경진,01:04.8,,2 -  -  -  -  - 1 - ,,
405,부경,2005-02-04,4,4,8,반가운소식,채규준,01:04.3,½,6 -  -  -  -  - 5 - ,,
406,부경,2005-02-04,5,3,8,다홍치마,오영일,01:03.7,1½,9 -  -  -  -  - 10 - ,,
407,부경,2005-02-04,5,8,9,어워크인더스카이,김수만,01:03.7,머리,4 -  -  -  -  - 4 - ,,
408,부경,2005-02-04,11,4,6,민들레,유현명,01:16.4,¾,4 -  -  - 4 -  - 3 - ,,
409,부경,2005-02-04,1,4,7,흥복,한상규,01:06.5,코,6 -  -  -  -  - 6 - ,,
410,부경,2005-02-04,6,6,1,의지,박재호,01:02.9,,1 -  -  -  -  - 1 - ,,
411,부경,2005-02-04,5,10,6,델러번캣,박진희,01:03.2,½,3 -  -  -  -  - 3 - ,,
412,부경,2005-02-04,4,8,5,택엔투스쿨,김수만,01:03.0,1¾,5 -  -  -  -  - 6 - ,,
413,부경,2005-02-04,4,10,7,헤비메틀,하태국,01:04.2,5,10 -  -  -  -  - 8 - ,,
414,부경,2005-02-04,9,2,6,무제한급,박진희,01:17.2,3,2 -  -  - 2 -  - 5 - ,,
415,부경,2005-02-04,8,6,3,스피드라이트,문중원,01:18.4,1½,5 -  -  - 5 -  - 5 - ,,
416,부경,2005-02-04,1,1,1,겟잇인디아,구민성,01:02.9,,5 -  -  -  -  - 2 - ,,
417,부경,2005-02-04,12,5,1,윈앤드윈,유현명,01:15.6,,2 -  -  - 2 -  - 2 - ,,
418,부경,2005-02-04,11,3,2,비트윈더드롭스,한상규,01:15.4,머리,5 -  -  - 6 -  - 5 - ,,
419,부경,2005-02-04,11,6,1,언큐어드디자이어,오영일,01:15.4,,3 -  -  - 3 -  - 4 - ,,
420,부경,2005-02-04,11,7,4,릴어넷,하무선,01:16.1,1¼,2 -  -  - 2 -  - 2 - ,,
421,부경,2005-02-04,6,10,8,로얄킹덤,박명진,01:06.1,3,6 -  -  -  -  - 7 - ,,
422,부경,2005-02-04,7,1,7,구룡폭포,김경진,01:17.2,½,1 -  -  - 1 -  - 2 - ,,
423,부경,2005-02-04,7,2,1,군자대로행,문중원,01:14.9,,2 -  -  - 2 -  - 1 - ,,
424,부경,2005-02-04,7,3,5,오리지널,구영준,01:16.4,4,6 -  -  - 6 -  - 6 - ,,
425,부경,2005-02-04,4,9,1,럭키패션,조찬훈,01:01.6,,3 -  -  -  -  - 2 - ,,
426,부경,2005-02-18,9,6,3,새시리즈,김태경,01:17.5,½,3 -  -  - 2 -  - 2 - ,,
427,부경,2005-02-18,15,6,3,개막축포,김도현,01:32.1,1¼,2 -  -  - 2 -  - 1 - ,,
428,부경,2005-02-18,1,8,2,다솔사,김태경,01:02.5,4,4 -  -  -  -  - 3 - ,,
429,부경,2005-02-18,4,3,4,음속,이영우,01:05.4,7,7 -  -  -  -  - 6 - ,,
430,부경,2005-02-18,4,8,2,당선자,문중원,01:03.3,¾,2 -  -  -  -  - 2 - ,,
431,부경,2005-02-18,2,10,8,강력상승,하무선,01:05.1,2,9 -  -  -  -  - 8 - ,,
432,부경,2005-02-18,6,1,5,다이아몬드무브,유현명,01:03.5,머리,1 -  -  -  -  - 1 - ,,
433,부경,2005-02-18,6,5,2,제이미즈브러시,김도현,01:03.3,½,8 -  -  -  -  - 4 - ,,
434,부경,2005-02-18,7,3,7,첫고지,조찬훈,01:06.8,6,6 -  -  -  -  - 6 - ,,
435,부경,2005-02-18,7,8,6,바래봉,김태경,01:05.8,1½,4 -  -  -  -  - 4 - ,,
436,부경,2005-02-18,1,4,5,국화수,유현명,01:04.6,4,6 -  -  -  -  - 6 - ,,
437,부경,2005-02-18,15,4,5,만불산,김태경,01:33.9,1,6 -  -  - 7 -  - 6 - ,,
438,부경,2005-02-18,15,1,1,산무리,박재호,01:31.8,,3 -  -  - 4 -  - 3 - ,,
439,부경,2005-02-18,5,4,6,폰지폰제릴리,문중원,01:04.1,4,7 -  -  -  -  - 7 - ,,
440,부경,2005-02-18,4,6,1,용화,김경진,01:03.2,,1 -  -  -  -  - 1 - ,,
441,부경,2005-02-18,4,5,6,아트모빌,채규준,01:05.7,1¼,6 -  -  -  -  - 7 - ,,
442,부경,2005-02-18,3,6,3,주지봉,김태준,01:04.4,머리,5 -  -  -  -  - 3 - ,,
443,부경,2005-02-18,3,5,1,튜닝업,문중원,01:03.7,,2 -  -  -  -  - 1 - ,,
444,부경,2005-02-18,8,7,1,춤사위,양영남,01:04.1,,2 -  -  -  -  - 1 - ,,
445,부경,2005-02-18,8,5,3,픽미업,조찬훈,01:04.4,1¾,1 -  -  -  -  - 2 - ,,
446,부경,2005-02-18,7,1,4,옥염주,구민성,01:04.8,5,7 -  -  -  -  - 7 - ,,
447,부경,2005-02-18,6,6,1,찰떡궁합,한상규,01:03.2,,7 -  -  -  -  - 5 - ,,
448,부경,2005-02-18,10,5,1,위대한본능,구민성,01:18.6,,1 -  -  - 1 -  - 1 - ,,
449,부경,2005-02-18,10,3,4,육로개방,김태경,01:20.1,¾,5 -  -  - 6 -  - 6 - ,,
450,부경,2005-02-18,10,1,6,트리플타임,유현명,01:22.1,11,4 -  -  - 2 -  - 2 - ,,
451,부경,2005-02-18,9,7,1,골드얼람,김경진,01:16.9,,1 -  -  - 1 -  - 1 - ,,
452,부경,2005-02-18,3,4,5,기대만점,하무선,01:05.6,½,3 -  -  -  -  - 4 - ,,
453,부경,2005-02-18,2,1,5,수호전사,박재호,01:04.5,1¼,1 -  -  -  -  - 1 - ,,
454,부경,2005-02-18,5,7,3,택엔투스쿨,조찬훈,01:03.0,1¼,2 -  -  -  -  - 1 - ,,
455,부경,2005-02-18,5,2,4,다대포,김경진,01:03.5,3,5 -  -  -  -  - 4 - ,,
456,부경,2005-02-18,5,1,7,동명불원,김태준,01:04.5,2½,6 -  -  -  -  - 6 - ,,
457,부경,2005-02-18,8,4,7,녹산장군,김도현,01:07.5,10,8 -  -  -  -  - 9 - ,,
458,부경,2005-02-18,8,3,2,늘한빛,박재호,01:04.1,½,5 -  -  -  -  - 4 - ,,
459,부경,2005-02-18,7,5,1,의지,박재호,01:03.1,,1 -  -  -  -  - 1 - ,,
460,부경,2005-02-18,2,9,7,경승지,조찬훈,01:04.7,¾,4 -  -  -  -  - 5 - ,,
461,부경,2005-02-18,2,4,3,본보기,김수만,01:03.9,½,10 -  -  -  -  - 10 - ,,
462,부경,2005-02-18,2,2,6,신주류,김도현,01:04.6,1,5 -  -  -  -  - 7 - ,,
463,부경,2005-02-18,1,10,7,대승령,하무선,01:05.2,목,7 -  -  -  -  - 7 - ,,
464,부경,2005-02-18,9,5,6,황금주자,문중원,01:17.8,½,6 -  -  - 6 -  - 7 - ,,
465,부경,2005-02-18,9,4,2,애드머럴리가트,구민성,01:17.4,3,8 -  -  - 9 -  - 9 - ,,
466,부경,2005-02-18,8,9,8,리딩히어로,문중원,01:07.5,코,7 -  -  -  -  - 7 - ,,
467,부경,2005-02-18,8,8,4,가랑,하무선,01:05.6,7,6 -  -  -  -  - 6 - ,,
468,부경,2005-02-18,12,2,9,광속구,채규준,01:22.9,10,9 -  -  - 9 -  - 9 - ,,
469,부경,2005-02-18,11,7,8,꼭두방,구영준,01:20.5,1,9 -  -  - 8 -  - 8 - ,,
470,부경,2005-02-18,11,6,5,소원,조찬훈,01:18.1,4,7 -  -  - 7 -  - 7 - ,,
471,부경,2005-02-18,13,1,6,포스트히어로,김도현,01:18.1,¾,7 -  -  - 9 -  - 8 - ,,
472,부경,2005-02-18,12,6,5,고모리,구영준,01:18.6,8,8 -  -  - 7 -  - 7 - ,,
473,부경,2005-02-18,1,1,8,곧은길,김수만,01:05.5,1½,2 -  -  -  -  - 4 - ,,
474,부경,2005-02-18,1,7,4,화방산,최인덕,01:03.9,3,5 -  -  -  -  - 5 - ,,
475,부경,2005-02-18,1,6,3,윈뱅크,조찬훈,01:03.4,5,1 -  -  -  -  - 1 - ,,
476,부경,2005-02-18,1,5,10,독보적,양영남,01:06.8,6,9 -  -  -  -  - 9 - ,,
477,부경,2005-02-18,5,3,1,프리즐레이베어,유현명,01:02.3,,3 -  -  -  -  - 3 - ,,
478,부경,2005-02-18,11,2,7,얼루어링알레타,구민성,01:20.3,3,4 -  -  - 2 -  - 2 - ,,
479,부경,2005-02-18,11,3,4,윈터프,이영우,01:17.4,½,1 -  -  - 1 -  - 1 - ,,
480,부경,2005-02-18,11,5,1,리듬메이커,최인덕,01:16.9,,2 -  -  - 3 -  - 6 - ,,
481,부경,2005-02-18,15,2,6,장유폭포,구영준,01:34.0,½,5 -  -  - 3 -  - 2 - ,,
482,부경,2005-02-18,15,3,2,템프테이션,최인덕,01:31.9,½,4 -  -  - 5 -  - 5 - ,,
483,부경,2005-02-18,15,5,4,근원승리,하무선,01:33.7,9,7 -  -  - 6 -  - 7 - ,,
484,부경,2005-02-18,15,7,7,으뜸동방,조찬훈,01:36.6,15,1 -  -  - 1 -  - 4 - ,,
485,부경,2005-02-18,1,2,6,환호세례,김도현,01:05.2,3,10 -  -  -  -  - 10 - ,,
486,부경,2005-02-18,1,3,9,유희천군,김태준,01:05.8,1½,8 -  -  -  -  - 8 - ,,
487,부경,2005-02-18,12,3,7,번개불,구민성,01:19.6,4,7 -  -  - 8 -  - 6 - ,,
